date,time,address,type,neighborhood,npu,x,y
01/03/2015,16:00:00                      ,1212 JAMES JACKSON PKWY NW,ROBBERY-PEDESTRIAN,Monroe Heights,G,-84.47416,33.79333
01/03/2015,16:10:00                      ,415 FAIRBURN RD SW,BURGLARY-RESIDENCE,Fairburn Mays,H,-84.50968,33.74349
01/03/2015,16:55:00                      ,2102 HOLLYWOOD RD NW,AGG ASSAULT,Riverside,D,-84.46895,33.81345
01/03/2015,16:55:00                      ,96 MILDRED ST SW,LARCENY-FROM VEHICLE,Atlanta University Center,T,-84.41186,33.75195
01/03/2015,17:00:00                      ,18 WYMAN ST NE,BURGLARY-RESIDENCE,Kirkwood,O,-84.33336,33.75398
01/03/2015,17:30:00                      ,308 PRYOR ST SW,AUTO THEFT,Downtown,M,-84.39433,33.74639
01/03/2015,18:00:00                      ,2911 DONALD LEE HOLLOWELL PKWY NW ,LARCENY-FROM VEHICLE,Brookview Heights,G,-84.48344,33.78191
01/03/2015,18:00:00                      ,351 MARIETTA ST NW,LARCENY-FROM VEHICLE,Downtown,M,-84.39675,33.76263
01/03/2015,18:20:00                      ,3049 MIDDLETON RD NW,AGG ASSAULT,NULL,I,-84.48959,33.75389
01/03/2015,18:40:00                      ,150 HUTCHINSON ST NE,LARCENY-FROM VEHICLE,Edgewood,O,-84.34079,33.75801
01/03/2015,19:07:00                      ,1514 MOZLEY PL SW,BURGLARY-RESIDENCE,Mozley Park,K,-84.43696,33.75096
01/03/2015,19:20:00                      ,1044 Hank Aaron Dr. SE,AGG ASSAULT,Peoplestown,V,-84.3852,33.7254
01/03/2015,20:00:00                      ,40 MELDON AVE SE,LARCENY-FROM VEHICLE,South Atlanta,Y,-84.38463,33.71103
01/03/2015,20:27:00                      ,321 HARRIS MANOR DR SW,BURGLARY-RESIDENCE,Chalet Woods,I,-84.47204,33.74708
01/03/2015,20:30:00                      ,344 ELMIRA PL NE,LARCENY-FROM VEHICLE,Candler Park,N,-84.34722,33.76374
01/03/2015,20:47:00                      ,3484 FAIRBURN PL NW,AUTO THEFT,Fairburn Heights,H,-84.5008,33.77181
01/03/2015,21:00:00                      ,1300 BLK ARKWRIGHT PL,RAPE,Edgewood,O,-84.34497,33.74896
01/03/2015,21:25:00                      ,111 BOULEVARD NE,AUTO THEFT,Old Fourth Ward,M,-84.3718,33.75734
01/03/2015,21:30:00                      ,1820 PEACHTREE RD NW,LARCENY-FROM VEHICLE,Ardmore,E,-84.39407,33.80482
01/03/2015,22:00:00                      ,3130 CAMPBELLTON RD SW,AUTO THEFT,Southwest,R,-84.49145,33.69167
01/03/2015,22:30:00                      ,3820 ROSWELL RD NE  ,LARCENY-FROM VEHICLE,East Chastain Park,B,-84.38176,33.85871
01/03/2015,22:30:00                      ,964 RALPH MCGILL BLVD NE,AGG ASSAULT,Poncey-Highland,N,-84.35587,33.77008
01/03/2015,23:00:00                      ,370 NORTHSIDE DR NW,LARCENY-NON VEHICLE,English Avenue,L,-84.4042,33.76507
01/03/2015,23:00:00                      ,965 SELLS AVE SW,BURGLARY-RESIDENCE,Harris Chiles,T,-84.41974,33.74546
01/03/2015,23:00:00                      ,1674 MELROSE DR SW,LARCENY-FROM VEHICLE,Sylvan Hills,X,-84.42124,33.70928
01/03/2015,23:30:00                      ,1137 FORTRESS AVE ,BURGLARY-RESIDENCE,Pittsburgh,V,-84.39471,33.72374
01/03/2015,23:34:00                      ,899 MARTIN L KING JR DR NW,LARCENY-FROM VEHICLE,Vine City,L,-84.41667,33.75497
01/04/2015,00:00:00                      ,659 AUBURN AVE NE,LARCENY-FROM VEHICLE,Old Fourth Ward,M,-84.36628,33.75599
01/04/2015,00:00:00                      ,1613 WOODLAND AVE SE,BURGLARY-RESIDENCE,Custer/McDonough/Guice,W,-84.35284,33.71024
01/04/2015,00:01:00                      ,3747 PEACHTREE RD NE,LARCENY-NON VEHICLE,Ridgedale Park,B,-84.35003,33.85626
01/04/2015,00:05:00                      ,327 MEMORIAL DR SE,ROBBERY-COMMERCIAL,Grant Park,W,-84.37679,33.74656
01/04/2015,01:00:00                      ,1327 SHARON ST NW,LARCENY-NON VEHICLE,Hunter Hills,K,-84.43086,33.75475
01/04/2015,01:00:00                      ,490 MARIETTA ST NW,LARCENY-FROM VEHICLE,Downtown,M,-84.39761,33.76627
01/04/2015,01:00:00                      ,419 CHAMBERLAIN ST SE,AUTO THEFT,Sweet Auburn,M,-84.37375,33.75356
01/04/2015,01:15:00                      ,483 EDGEWOOD AVE SE,AUTO THEFT,Old Fourth Ward,M,-84.37179,33.75411
01/04/2015,02:00:00                      ,1619 CENTRA VILLA DR SW,BURGLARY-RESIDENCE,Adams Park,R,-84.45498,33.71151
01/04/2015,03:00:00                      ,590 CASCADE AVE SW @KROGER - CASCADE,LARCENY-NON VEHICLE,West End,T,-84.43276,33.73812
01/04/2015,03:00:00                      ,464 COOPER ST SW,AUTO THEFT,Mechanicsville,V,-84.39686,33.74217
01/04/2015,05:00:00                      ,121 LINDEN AVE NE,ROBBERY-PEDESTRIAN,Downtown,M,-84.38337,33.77119
01/04/2015,07:00:00                      ,684 JOHN WESLEY DOBBS AVE NE,BURGLARY-NONRES,Old Fourth Ward,M,-84.36495,33.75953
01/04/2015,07:18:00                      ,2000 SYLVAN RD SW,BURGLARY-NONRES,Sylvan Hills,X,-84.41818,33.70003
01/04/2015,07:30:00                      ,58 6TH ST NE,BURGLARY-RESIDENCE,Midtown,E,-84.3853,33.7775
01/04/2015,08:00:00                      ,376 PEACHTREE BATTLE AVE NW,LARCENY-NON VEHICLE,Peachtree Battle Alliance,C,-84.40011,33.82142
01/04/2015,08:00:00                      ,610 NORTHSIDE DR NW,LARCENY-NON VEHICLE,English Avenue,L,-84.40717,33.77111
01/04/2015,08:00:00                      ,1704 DERRY AVE SW,LARCENY-NON VEHICLE,Westview,T,-84.44351,33.74329
01/04/2015,08:00:00                      ,571 FORMWALT ST SW,AUTO THEFT,Mechanicsville,V,-84.39612,33.73917
01/04/2015,08:00:00                      ,900 CONLEY RD SE @SIERRA MADRE APARTM,BURGLARY-RESIDENCE,South River Gardens,Z,-84.3604,33.65318
01/04/2015,08:21:00                      ,1673 EMERALD AVE SW,BURGLARY-RESIDENCE,Westview,T,-84.44256,33.74257
01/04/2015,08:40:00                      ,2310 MARTIN L KING JR DR SW,AGG ASSAULT,Florida Heights,I,-84.46544,33.75121
01/04/2015,08:55:00                      ,933 PEACHTREE ST NE,LARCENY-FROM VEHICLE,Midtown,E,-84.38404,33.78019
01/04/2015,09:00:00                      ,58 6TH ST NE,BURGLARY-RESIDENCE,Midtown,E,-84.3853,33.7775
01/04/2015,09:00:00                      ,650 PONCE DE LEON AVE ,LARCENY-NON VEHICLE,Midtown,E,-84.36561,33.77469
01/04/2015,09:00:00                      ,958 FOUNDERS DR SW,ROBBERY-PEDESTRIAN,Harris Chiles,T,-84.41963,33.74424
01/04/2015,09:00:00                      ,734 CASPLAN ST SW,BURGLARY-RESIDENCE,Sylvan Hills,X,-84.41235,33.70606
01/04/2015,09:15:00                      ,980 PONCE DE LEON AVE NE @PONCE DE LEON BRANCH,AUTO THEFT,Virginia Highland,F,-84.35507,33.77417
01/04/2015,09:15:00                      ,590 CASCADE AVE SW @KROGER - CASCADE,LARCENY-NON VEHICLE,West End,T,-84.43276,33.73812
01/04/2015,09:25:00                      ,1710 CECILE AVE SE,BURGLARY-RESIDENCE,East Atlanta,W,-84.3318,33.73425
01/04/2015,09:30:00                      ,565 JOSEPH E LOWERY BLVD SW,LARCENY-NON VEHICLE,West End,T,-84.41828,33.73969
01/04/2015,09:45:00                      ,1810 MARY GEORGE AVE NW,BURGLARY-RESIDENCE,Scotts Crossing,G,-84.46589,33.80411
01/04/2015,10:00:00                      ,1136 CRESCENT AVE NE,LARCENY-FROM VEHICLE,Midtown,E,-84.38451,33.78575
01/04/2015,10:00:00                      ,215 NORTH AVE NE,BURGLARY-RESIDENCE,Old Fourth Ward,M,-84.38025,33.77117
01/04/2015,10:40:00                      ,3495 BUCKHEAD LOOP NE,LARCENY-NON VEHICLE,North Buckhead,B,-84.3645,33.85209
01/04/2015,11:45:00                      ,1442 RICHLAND RD SW @OUTDOOR ACTIVITY CEN,AUTO THEFT,Oakland City,S,-84.43491,33.73027
01/04/2015,11:53:00                      ,616 LINWOOD AVE NE,LARCENY-NON VEHICLE,Poncey-Highland,N,-84.35766,33.77128
01/04/2015,11:55:00                      ,764 MURPHY AVE SW,LARCENY-FROM VEHICLE,Adair Park,V,-84.4122,33.73415
01/04/2015,12:00:00                      ,600 GARSON DR NE,BURGLARY-RESIDENCE,Lindbergh/Morosgo,B,-84.37069,33.81907
01/04/2015,12:00:00                      ,2519 CHANTILLY DR NE,BURGLARY-NONRES,Lindridge/Martin Manor,F,-84.35057,33.82369
01/04/2015,12:00:00                      ,2311 JONES RD NW,AUTO THEFT,Collier Heights,I,-84.49174,33.77721
01/04/2015,12:00:00                      ,471 N HIGHLAND AVE NE,LARCENY-FROM VEHICLE,Inman Park,N,-84.35286,33.76686
01/04/2015,12:00:00                      ,2909 CAMPBELLTON RD SW,LARCENY-NON VEHICLE,Southwest,R,-84.48265,33.69869
01/04/2015,12:00:00                      ,512 PARK AVE SE,BURGLARY-NONRES,Grant Park,W,-84.36935,33.7405
01/04/2015,12:00:00                      ,2846 FORREST HILLS DR SW (UNIT #3233),BURGLARY-NONRES,Hammond Park,X,-84.39921,33.67691
01/04/2015,12:30:00                      ,1275 CAROLINE ST NE,LARCENY-NON VEHICLE,Edgewood,O,-84.34619,33.75674
01/04/2015,12:40:00                      ,2900 PEACHTREE RD NW ,LARCENY-NON VEHICLE,Peachtree Heights West,B,-84.3841,33.83399
01/04/2015,12:50:00                      ,1371 KIMBERLY ROAD,BURGLARY-RESIDENCE,Ashley Courts,P,-84.52315,33.71771
01/04/2015,13:00:00                      ,470 E PACES FERRY RD NE,LARCENY-NON VEHICLE,Buckhead Village,B,-84.37264,33.83835
01/04/2015,13:00:00                      ,58 6TH ST NE,BURGLARY-RESIDENCE,Midtown,E,-84.3853,33.7775
01/04/2015,13:00:00                      ,2125 NORTHSIDE DR NW,LARCENY-FROM VEHICLE,NULL,C,-84.40761,33.81356
01/04/2015,13:00:00                      ,529 PEACHTREE ST NE,LARCENY-FROM VEHICLE,Downtown,M,-84.38487,33.76896
01/04/2015,13:20:00                      ,12 BROAD ST SW,LARCENY-NON VEHICLE,Downtown,M,-84.39201,33.7532
01/04/2015,13:40:00                      ,430 HARPER RD SE,LARCENY-NON VEHICLE,Lakewood,Z,-84.37487,33.69717
01/04/2015,14:00:00                      ,590 W PEACHTREE ST NW @RENAISSANCE HOTEL,LARCENY-NON VEHICLE,Downtown,M,-84.38815,33.77023
01/04/2015,14:00:00                      ,1275 CAROLINE ST NE,LARCENY-NON VEHICLE,Edgewood,O,-84.34619,33.75674
01/04/2015,14:00:00                      ,1754 RICHMOND CIR,RAPE,Lakewood Heights,Y,-84.3745,33.70698
01/04/2015,14:17:00                      ,2020 HOWELL MILL RD NW,LARCENY-NON VEHICLE,Wildwood (NPU-C),C,-84.41285,33.81004
01/04/2015,14:30:00                      ,1459 MORELAND AVE SE,LARCENY-NON VEHICLE,Custer/McDonough/Guice,W,-84.35009,33.71443
01/04/2015,14:38:00                      ,2930 FORREST HILLS DR ,AGG ASSAULT,Hammond Park,X,-84.40021,33.68096
01/04/2015,15:06:00                      ,835 MARTIN L KING JR DR NW,LARCENY-NON VEHICLE,Vine City,L,-84.41457,33.75504
01/04/2015,15:10:00                      ,835 MARTIN LUTHER KING JR DR,LARCENY-NON VEHICLE,Vine City,L,-84.41457,33.75504
01/04/2015,16:00:00                      ,3393 PEACHTREE RD NE @Multiple,LARCENY-NON VEHICLE,Lenox,B,-84.36212,33.84676
01/04/2015,16:00:00                      ,1408 LAKESIDE VILLAGE DR SE,AUTO THEFT,The Villages at East Lake,O,-84.31919,33.7468
01/04/2015,16:00:00                      ,1111 OAK ST @ WESTEND PARK,LARCENY-NON VEHICLE,West End,T,-84.42495,33.74123
01/04/2015,16:30:00                      ,1069 WASHITA AVE,LARCENY-FROM VEHICLE,Inman Park,N,-84.35289,33.76341
01/04/2015,16:30:00                      ,520 FULTON ST SW,BURGLARY-RESIDENCE,Mechanicsville,V,-84.40419,33.74092
01/04/2015,17:00:00                      ,1220 MECASLIN ST NW,BURGLARY-RESIDENCE,Home Park,E,-84.39991,33.78791
01/04/2015,17:00:00                      ,317 4TH ST NE,AUTO THEFT,Midtown,E,-84.37694,33.77421
01/04/2015,17:00:00                      ,284 ROACH ST SW,LARCENY-FROM VEHICLE,The Villages at Castleberry H,T,-84.40983,33.74687
01/04/2015,17:40:00                      ,1371 MARKET ST NW,LARCENY-NON VEHICLE,Atlantic Station,E,-84.39466,33.7921
01/04/2015,18:00:00                      ,2539 PIEDMONT RD NE,LARCENY-NON VEHICLE,Lindbergh/Morosgo,B,-84.36328,33.82403
01/04/2015,18:00:00                      ,1500 FOOTE ST NE,ROBBERY-PEDESTRIAN,Edgewood,O,-84.3384,33.7577
01/04/2015,18:00:00                      ,830 PRYOR ST SW,LARCENY-NON VEHICLE,Mechanicsville,V,-84.39343,33.73206
01/04/2015,18:00:00                      ,193 MOURY AVE SW,LARCENY-NON VEHICLE,The Villages at Carver,Y,-84.39197,33.71549
01/04/2015,18:20:00                      ,1015 EDGEWOOD AVE NE,LARCENY-FROM VEHICLE,Inman Park,N,-84.35438,33.75678
01/04/2015,18:30:00                      ,75 MARTIN LUTHERKING JR DR SW,LARCENY-FROM VEHICLE,Downtown,M,-84.38992,33.75258
01/04/2015,18:30:00                      ,454 BLAKE AVE SE,BURGLARY-RESIDENCE,East Atlanta,W,-84.33811,33.74153
01/04/2015,18:49:00                      ,604 LOFTY LN SW,LARCENY-NON VEHICLE,Mays,H,-84.50328,33.74343
01/04/2015,19:00:00                      ,2770 LENOX RD NE,LARCENY-FROM VEHICLE,Pine Hills,B,-84.35683,33.83092
01/04/2015,19:00:00                      ,405 FAIRBURN RD SW,LARCENY-FROM VEHICLE,Wildwood (NPU-H),H,-84.50959,33.74367
01/04/2015,19:00:00                      ,1128 ASTOR AVE SW,LARCENY-FROM VEHICLE,Sylvan Hills,X,-84.42555,33.70136
01/04/2015,19:00:00                      ,3393 PEACHTREE RD NE @LENOX MALL,LARCENY-NON VEHICLE,Lenox,B,-84.36212,33.84676
01/04/2015,20:00:00                      ,899 BOOKER WASHINGTON DR NW,ROBBERY-PEDESTRIAN,Vine City,L,-84.417,33.75928
01/04/2015,20:00:00                      ,835 OGLETHORPE AVE SW,AUTO THEFT,West End,T,-84.41564,33.73592
01/04/2015,21:00:00                      ,794 N HIGHLAND AVE NE,LARCENY-FROM VEHICLE,Virginia Highland,F,-84.35269,33.77614
01/04/2015,21:00:00                      ,860 GRANT TER SE,AUTO THEFT,Peoplestown,V,-84.37983,33.73109
01/04/2015,22:00:00                      ,1371 KIMBERLY WAY SW,LARCENY-FROM VEHICLE,Ashley Courts,P,-84.52315,33.71771
01/04/2015,22:00:00                      ,1131 OAKLAND DR SW,BURGLARY-RESIDENCE,Oakland City,S,-84.42764,33.72415
01/04/2015,22:00:00                      ,565 GREENSFERRY AVE SW,AUTO THEFT,The Villages at Castleberry H,T,-84.40675,33.74651
01/04/2015,22:00:00                      ,351 CHEROKEE AVE SE,LARCENY-FROM VEHICLE,Grant Park,W,-84.37373,33.74505
01/04/2015,22:30:00                      ,1380 ATLANTIC DR NW,AUTO THEFT,Atlantic Station,E,-84.39779,33.79282
01/04/2015,22:30:00                      ,708 SPRING ST NW,LARCENY-FROM VEHICLE,Midtown,E,-84.3892,33.77402
01/04/2015,23:00:00                      ,2442 VERBENA CIR NW,AUTO THEFT,Dixie Hills,J,-84.46671,33.75771
01/04/2015,23:10:00                      ,31 FORSYTH ST SW,ROBBERY-PEDESTRIAN,Downtown,M,-84.39304,33.75352
01/04/2015,23:20:00                      ,1241 METROPOLITAN PKWY SW,AGG ASSAULT,Adair Park,V,-84.40825,33.72093
01/04/2015,23:50:00                      ,855 PEACHTREE ST. ,LARCENY-FROM VEHICLE,Midtown,E,-84.38389,33.77798
01/05/2015,00:00:00                      ,542 RALPH MCGILL BLVD NE,LARCENY-FROM VEHICLE,Old Fourth Ward,M,-84.36962,33.76404
01/05/2015,00:00:00                      ,1631 STANTON RD SW,LARCENY-NON VEHICLE,NULL,R,-84.4438,33.71076
01/05/2015,01:00:00                      ,326 NELSON ST SW,LARCENY-FROM VEHICLE,Castleberry Hill,M,-84.3984,33.75149
01/05/2015,01:00:00                      ,1635 MORELAND AVE SE,LARCENY-FROM VEHICLE,Custer/McDonough/Guice,W,-84.34994,33.70941
01/05/2015,02:00:00                      ,500 CLEVELAND AVE SE,AUTO THEFT,Browns Mill Park,Z,-84.36784,33.68206
01/05/2015,07:00:00                      ,213 PEACHTREE STREET ,LARCENY-FROM VEHICLE,Downtown,M,-84.39497,33.74864
01/05/2015,07:30:00                      ,2916 HANDY DR NW,BURGLARY-RESIDENCE,Collier Heights,I,-84.48218,33.77042
01/05/2015,07:35:00                      ,585 PARKWAY DR NE,LARCENY-NON VEHICLE,Old Fourth Ward,M,-84.37223,33.77024
01/05/2015,07:50:00                      ,2681 COUNTY LINE RD SW,AUTO THEFT,Wildwood Forest,P,-84.53777,33.68161
01/05/2015,08:00:00                      ,602 HANK AARON DR SE ,LARCENY-FROM VEHICLE,Summerhill,V,-84.38787,33.73684
01/05/2015,08:00:00                      ,452 SPRINGSIDE DR SE,BURGLARY-NONRES,Rosedale Heights,Z,-84.3754,33.67712
01/05/2015,09:00:00                      ,1096 PEEPLES ST,AGG ASSAULT,Southwest,R,-84.48782,33.70649
01/05/2015,09:00:00                      ,77 ATLANTA AVE SE,LARCENY-NON VEHICLE,Peoplestown,V,-84.38539,33.73013
01/05/2015,09:30:00                      ,3450 FORREST PARK RD SE,AUTO THEFT,South River Gardens,Z,-84.35549,33.66061
01/05/2015,09:30:00                      ,1093 OAKLAND DR SW,BURGLARY-RESIDENCE,Oakland City,S,-84.42762,33.72515
01/05/2015,10:00:00                      ,1675 MEMORIAL DR SE,LARCENY-NON VEHICLE,Kirkwood,O,-84.33286,33.74716
01/05/2015,10:00:00                      ,502 PRYOR ST SW,AUTO THEFT,Mechanicsville,V,-84.39442,33.74114
01/05/2015,10:30:00                      ,2125 NORTHSIDE DR NW @GRANT TENNIS CENTER,LARCENY-FROM VEHICLE,NULL,C,-84.40761,33.81356
01/05/2015,10:30:00                      ,48 MARTIN L KING JR DR SW,LARCENY-FROM VEHICLE,Downtown,M,-84.38958,33.75033
01/05/2015,10:30:00                      ,1555 VENETIAN DR SW,LARCENY-FROM VEHICLE,Venetian Hills,S,-84.43949,33.71478
01/05/2015,10:30:00                      ,1631 STANTSON RD SW,ROBBERY-PEDESTRIAN,NULL,R,-84.4438,33.71076
01/05/2015,11:00:00                      ,PONCE DE LEON AVE NW / W PEACHTREE ST NE,AUTO THEFT,Midtown,E,-84.38735,33.77229
01/05/2015,11:00:00                      ,1049 DECKNER AVE SW,LARCENY-NON VEHICLE,Sylvan Hills,X,-84.42258,33.71412
01/05/2015,11:20:00                      ,284 UPSHAW,ROBBERY-PEDESTRIAN,Joyland,Y,-84.39831,33.71099
01/05/2015,12:00:00                      ,3024 DONALD LEE HOLLOWELL PKWY NW,LARCENY-FROM VEHICLE,Collier Heights,I,-84.48733,33.78267
01/05/2015,12:00:00                      ,1371 KIMBERLY WAY SW,BURGLARY-NONRES,Ashley Courts,P,-84.52379,33.71775
01/05/2015,12:09:00                      ,380 E. LAKE BLVD SE ,LARCENY-NON VEHICLE,The Villages at East Lake,O,-84.31467,33.74145
01/05/2015,12:30:00                      ,1801 HOWELL MILL RD NW,LARCENY-NON VEHICLE,Berkeley Park,D,-84.41278,33.80388
01/05/2015,12:50:00                      ,1388 JOSEPH E BOONE BLVD NW,LARCENY-NON VEHICLE,Hunter Hills,K,-84.43337,33.7633
01/05/2015,13:00:00                      ,1073 PIEDMONT AVE,LARCENY-FROM VEHICLE,Midtown,E,-84.37904,33.78381
01/05/2015,13:09:00                      ,2615 DONALD LEE HOLLOWELL PKWY NW,LARCENY-NON VEHICLE,Center Hill,J,-84.47236,33.7762
01/05/2015,13:30:00                      ,41 MARIETTA ST NW,LARCENY-FROM VEHICLE,Downtown,M,-84.39059,33.75549
01/05/2015,13:30:00                      ,2105 SOUTHWOOD CV SW,BURGLARY-RESIDENCE,Ben Hill Terrace,P,-84.51928,33.69687
01/05/2015,14:00:00                      ,48 BROAD ST SW,LARCENY-NON VEHICLE,Downtown,M,-84.39232,33.75283
01/05/2015,14:00:00                      ,140 SIMPSON ST NW,AUTO THEFT,Downtown,M,-84.39174,33.76324
01/05/2015,14:00:00                      ,950 GASTON ST SW,BURGLARY-RESIDENCE,Oakland City,S,-84.43609,33.72927
01/05/2015,14:40:00                      ,835 MARTIN L KING JR DR NW,LARCENY-NON VEHICLE,Vine City,L,-84.41457,33.75504
01/05/2015,14:55:00                      ,969 WELCH ST SE,AGG ASSAULT,Custer/McDonough/Guice,W,-84.35719,33.7078
01/05/2015,15:00:00                      ,1100 HOWELL MILL RD NW,LARCENY-NON VEHICLE,Home Park,E,-84.41208,33.7858
01/05/2015,15:00:00                      ,515 FULTON ST SW,AUTO THEFT,Mechanicsville,V,-84.40447,33.741
01/05/2015,15:00:00                      ,415 MEMORIAL DR SE,LARCENY-FROM VEHICLE,Grant Park,W,-84.37423,33.74652
01/05/2015,15:00:00                      ,1939 SYLVAN RD SW,BURGLARY-RESIDENCE,Sylvan Hills,X,-84.41863,33.70181
01/05/2015,15:30:00                      ,123 MARIETTA ST NW,AUTO THEFT,Downtown,M,-84.39266,33.75767
01/05/2015,15:30:00                      ,560 EDGEWOOD AVE NE,AUTO THEFT,Old Fourth Ward,M,-84.36905,33.7547
01/05/2015,15:30:00                      ,1866 BRANDYWINE ST SW,AUTO THEFT,Sylvan Hills,X,-84.40772,33.69749
01/05/2015,16:00:00                      ,1401 ELLSWORTH INDUSTRIAL BLVD NW,LARCENY-FROM VEHICLE,Blandtown,D,-84.42657,33.79305
01/05/2015,16:00:00                      ,3725 PRINCETON LAKES PKWY SW,BURGLARY-RESIDENCE,Princeton Lakes,P,-84.50877,33.65777
01/05/2015,16:00:00                      ,405 DECKNER AVE SW,BURGLARY-RESIDENCE,Capitol View Manor,X,-84.40109,33.71492
01/05/2015,16:00:00                      ,2405 FAIRBURN RD SW @BEN HILL PARK,LARCENY-FROM VEHICLE,NULL,P,-84.51291,33.6889
01/05/2015,16:01:00                      ,3440 PEACHTREE RD NE,LARCENY-NON VEHICLE,North Buckhead,B,-84.36235,33.85166
01/05/2015,16:05:00                      ,270 15TH ST NW,LARCENY-FROM VEHICLE,Home Park,E,-84.39634,33.78814
01/05/2015,16:15:00                      ,828 RALPH MCGILL BLVD NE,LARCENY-NON VEHICLE,Poncey-Highland,N,-84.36043,33.76826
01/05/2015,16:30:00                      ,426 DECKNER AVE SW,LARCENY-FROM VEHICLE,Capitol View Manor,X,-84.40178,33.71449
01/05/2015,17:00:00                      ,25 TERMINUS PL NE,LARCENY-NON VEHICLE,North Buckhead,B,-84.37088,33.84654
01/05/2015,17:00:00                      ,1000 MARIETTA ST NW,LARCENY-FROM VEHICLE,Marietta Street Artery,E,-84.41116,33.77914
